Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
"Latente Steuern werden auf die Unterschiede in den Bilanzans„tzen der Handelsbilanz und der Steuerbilanz angesetzt, sofern sich
diese in sp„teren Gesch„ftsjahren voraussichtlich ausgleichen. Darber hinaus werden grunds„tzlich aktive latente Steuern auf die bestehenden k”rperschaft- und gewerbesteuerlichen Verlustvortr„ge sowie auf steuerliche Zinsvortr„ge im Sinne des õ 4h EStG
i.V.m. õ 8a KStG gebildet, soweit innerhalb der n„chsten fnf Jahre eine Verlustverrechnung zu erwarten ist. Aktive und passive
Steuerlatenzen werden unsaldiert ausgewiesen. Die Aktivierung latenter Steuern, die aus Differenzen in den Jahresabschlssen der
konsolidierten Unternehmen resultieren, unterbleibt in Ausbung des dafr bestehenden Ansatzwahlrechts.";9.35, 9.64;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Im Falle eines Aktivberhangs der latenten Steuern zum Bilanzstichtag wird von dem Aktivierungswahlrecht des õ 274 Abs. 1 Satz 2
HGB kein Gebrauch gemacht.";9.35;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Die latenten Steuern aus der Erst- und Folgekonsolidierung werden aktiviert beziehungsweise passiviert.;9.35, 9.64;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Aufwand und Ertrag aus der Ver„nderung der bilanzierten latenten Steuern seit dem 1. Januar 2010 wird in der Gewinn- und
Verlustrechnung gesondert unter dem Posten ""Steuern vom Einkommen und vom Ertrag"" als sog. davon-Vermerk ausgewiesen.";9.35, 9.64;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Umsatzrealisierung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Ums„tze aus Produktlieferungen bzw. aus Dienstleistungen werden zu dem Zeitpunkt realisiert, in dem das wirtschaftliche Eigentum
gem„á der vereinbarten Bedingungen bergeht bzw. die Dienstleistung erbracht ist.";9.66;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
6) Erl„uterungen zur Konzernbilanz;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Anlageverm”gen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Die Entwicklung des Anlageverm”gens zu Bruttowerten ist dem Anlagespiegel zu entnehmen.;5.1;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Konzern besitzt folgende Kapitalanteile an Unternehmen, bei denen der Anteilsbesitz der Herstellung einer dauernden Verbindung
dient:
Anteile
Kapitalanteil
%
Eigenkapital
T?
Erg ebnis des
Gesch„fts jahres
2016
T?
1. PharmLog Pharma Logistik GmbH, B”nen 16,67 12.457 1.109
2. pharma mall Gesellschaft fr Electronic Commerce mbH, Sankt
Augustin
16,67 5.121 454";5.1, 5.12, 5.13;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Umlaufverm”gen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Finanzmittelfond in H”he von T? 446 (Vorjahr: T? 7.520) umfasst den Kassenbestand und Guthaben bei Kreditinstituten in H”he
von T? 456 (Vorjahr: T? 7.520) sowie kurzfristige Verbindlichkeiten bei Kreditinstituten in H”he von T? 10 (Vorjahr: T? 0). Die
Ver„nderung des Finanzmittelfonds gegenber dem Vorjahr ist der Kapitalflussrechnung zu entnehmen.";5.19, ;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Die Forderungen und sonstigen Verm”gensgegenst„nde sind ausschlieálich kurzfristig.;5.19, 5.25;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den Forderungen gegen verbundenen Unternehmen in H”he von T? 463.830 (Vorjahr: T? 614.423) sind Forderungen aus
Finanztransaktionen in H”he von T? 331.012 (Vorjahr: T? 385.603) enthalten. Bei den restlichen Forderungen gegen verbundene
Unternehmen handelt es sich um Forderungen aus Lieferungen und sonstigen Leistungen. Es bestehen keine Forderungen gegen
Gesellschafter.";5.19, 5.27, 7;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Aktiver Unterschiedsbetrag aus der Verm”gensverrechnung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der aktive Unterschiedsbetrag aus der Verm”gensverrechnung in H”he von T? 56.699 (Vorjahr: T? 44.037) bezieht sich auf
Pensionspl„ne und „hnliche Verpflichtungen sowie ATZ-Rckstellungen, bei denen das Deckungsverm”gen in H”he von T? 139.384
(Vorjahr: T? 144.052) die Pensionsrckstellungen und „hnlichen Verpflichtungen sowie ATZ-Rckstellungen in H”he von T? 82.685
(Vorjahr: T? 100.015) bersteigt. Die historischen Anschaffungskosten des Deckungsverm”gens belaufen sich zum Stichtag auf T?
98.739.";5, 43;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Ertr„ge/Aufwendungen aus dem Deckungsverm”gen (saldierter Ertrag) in H”he von
T? 18.578 wurden mit den Zinsaufwendungen in H”he von T? 11.684 gem„á õ 246 Abs. 2 Satz 2 HGB saldiert.";5, 43;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Konzerneigenkapital;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Entwicklung des Eigenkapitals ist dem Konzerneigenkapitalspiegel zu entnehmen. Das Konzernergebnis weist zum Ende des
Gesch„ftsjahres einen Gewinn in der H”he von T? 118.999 aus.";5.37;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Ergebnisverwendungsvorschlag;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Gesch„ftsfhrung schl„gt vor, den Bilanzgewinn der Muttergesellschaft GlaxoSmithKline Beteiligungs GmbH in H”he von T?
311.897, bestehend aus der Entnahme aus der Kapitalrcklage von T? 475.000, dem Jahresberschuss von T? 216.885 und dem
Gewinnvortrag 2016 von T? 100.012 abzgl. Dividendenzahlung 2016 von T? 5.000 und Auskehrung aus der Kapitalrcklage von T?
475.000 auf neue Rechnung vorzutragen.";5.37, 5.46, 5.47, 86;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Sonderposten fr Investitionszuschsse/-zulagen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Investitionszuschsse
T?
Investitionszulagen
T?
Stand 01.01.2016 1.885 5.592
Aufl”sungen (enthalten in den sonstigen betrieblichen Ertr„gen) 714 1.197
Stand 31.12.2016 1.171 4.395";5;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Rckstellungen fr Pensionen und „hnliche Verpflichtungen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Rckstellungspflichtige Pensionsverpflichtungen T? 238.285 (Vorjahr: T? 230.419) wurden mit dem Deckungsverm”gen T? 174.643
(Vorjahr: T? 152.149) gem„á õ 246 Abs. 2 Satz 2 HGB verrechnet. Die historischen Anschaffungskosten fr das Deckungsverm”gen
belaufen sich auf T? 120.303.";5.47, 5.48, 43;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Sonstigen Rckstellungen beinhalten im Wesentlichen Rckstellungen fr Darlehenszinsen, Erl”sminderungen sowie Personalund
Restrukturierungskosten.";5.47, 5.50;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Darin befinden sich rckstellungspflichtige Altersteilzeitverpflichtungen in H”he von T? 4.893, die mit dem Deckungsverm”gen T?
3.082 (Vorjahr: T? 1.901) gem„á õ 246 Abs. 2 Satz 2 HGB verrechnet wurden. Die historischen Anschaffungskosten fr das
Deckungsverm”gen belaufen sich auf T? 3.075.";5.47, 5.50, 43;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Verbindlichkeiten;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Restlaufzeit zum 31.12.2016
Art der Verbindlichkeit
bis zu 1 Jahr
T?
ber 1 Jahr
T?
davon ber 5
Jahre
T?
Gesamt
T?
1. Verbindlichkeiten gegenber Kreditinstituten in
T?
10 0 0 10
(Vj: 0) (Vj: 0) (Vj: 0) (Vj: 0)
2. Erhaltene Anzahlungen* 3.009 0 0 3. 009
(Vj: 3.009) (Vj: 0) (Vj: 0) (Vj: 3.009)
3. Verbindlichkeiten aus Lieferungen und
Leistungen
36.829 0 0 36.829
(Vj: 41.327) (Vj: 0) (Vj: 0) (Vj: 41.327)
4. Verbindlichkeiten gegenber verbundenen
Unternehmen
189.726 560.000 0 749.726
(Vj: 868.008) (Vj: 0) (Vj: 0) (Vj: 868.008)
5. Sonstige Verbindlichkeiten 30.618 12.030 0 42.648
(Vj: 12.985) (Vj: 12.232) (Vj: 0) (Vj: 25.217)
260.192 572.030 0 832.222
(Vj: 925.329) (Vj: 12.232) (Vj: 0) (Vj: 937.561)
* Bei den erhaltenen Anzahlungen handelt es sich um Daueranzahlungen ohne bestimmbare Laufzeit.";5.51, 47;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den Verbindlichkeiten gegenber verbundenen Unternehmen sind Verbindlichkeiten aus Cash Pooling in H”he von T? 3.535
(Vorjahr: T? 34.565) sowie Darlehensverbindlichkeiten in H”he von T? 564.939 (Vorjahr: T? 700.000) enthalten. Die restlichen
Verbindlichkeiten gegenber verbundenen Unternehmen betreffen Verbindlichkeiten aus Lieferungen und sonstigen Leistungen. Es
bestehen keine Verbindlichkeiten gegenber Gesellschaftern.";5.51, 5.58, 7;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Fr Verbindlichkeiten aus Warenlieferungen bestehen die blichen Eigentumsvorbehalte.;5.51;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Latente Steuern;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Zum Bilanzstichtag ergibt sich nach Saldierung der aktiven und passiven latenten Steuern (Gesamtdifferenzenbetrachtung) ein
Aktivberhang der latenten Steuern von T? 88.743 (Vorjahr: T? 118.128). Die Gesellschaft macht von dem Aktivierungswahlrecht
des õ 274 Abs. 1 Satz 2 HGB keinen Gebrauch, so dass sich der Ausweis der latenten Steuern in der Bilanz lediglich aus der Erst- und
Folgekonsolidierung ergibt.";5.35, 5.64, 34;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die ermittelten aktiven und passiven latenten Steuern resultieren aus folgenden tempor„ren Differenzen:
31.12.2016
Differenz HB vs
StB
T?
Steuersatz
%
31.12.2016
Aktive latente
Steuern
T?
Bilanzposten
Rckstellungen fr Pensionen und „hnliche Verpflichtungen (*) 117.928 31,39% 37.022
Bewertung des Deckungsverm”gen (*) 45.519 31,42% 14.302
Sonstige Verm”gensgegenst„nde 213.238 31,29% 66.728
Sonstige Rckstellungen 7.908 31,35% 2.476
1 2 0.528
(*) vor Verrechnung
31.12.2016
Differenz HB vs
StB
Steuersatz 31.12.2016
Passive latente
Steuern
T? % T?
Bilanzposten
Zeitwert Pensionsverm”gen 96.112 31,42% 30.197
Badwill 917 31,29% 287
31.12.2016
Differenz HB vs
StB
T?
Steuersatz
%
31.12.2016
Aktive latente
Steuern
T?
Sachanlagen 4.157 31,29% 1.301
31.785
Aktivberhang 88.743";5.35, 5.64, 34, 43;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
7) Erl„uterungen zur Gewinn- und Verlustrechnung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Vorjahreszahlen der Umsatzerl”se sind aufgrund der Neufassung von õ 277 Abs. 1 HGB in der Fassung des BilRUG (HGB n.F.)
nicht vergleichbar, da auf eine Anpassung der Vorjahreszahlen verzichtet wurde. Seit dem Gesch„ftsjahr 2016 werden insbesondere
Erl”se aus Konzernumlagen fr an verbundene Unternehmen erbrachte Dienstleistungen unter den Umsatzerl”sen (vorher sonstige
betriebliche Ertr„ge) und die zugeh”rigen Kosten als Herstellungskosten, der zur Erzielung der Umsatzerl”se erbrachten Leistungen
(vorher sonstige betriebliche Aufwendungen, Vertriebskosten oder Allgemeine Verwaltungskosten), ausgewiesen. Nachstehend sind
daher die entsprechenden Posten der Gewinn- und Verlustrechnung mit ihren Vorjahresbetr„gen aufgefhrt, die sich aus der
Anwendung des BilRUG ergeben h„tten:
2015";3, 5.66, 54;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"2015 lt. GuV
Mio. ?
2015 lt. BilRUG
Mio. ?
Umsatzerl”se 1.437,4 1.496,8
Herstellungskosten, der zur Erzielung des Umsatzerl”se erbrachten Leistungen 923,0 976,6
Vertriebskosten 409,1 407,5
Allgemeine Verwaltungskosten 78,1 74,1
Sonstige betriebliche Ertr„ge 124,4 65,1
Sonstige betriebliche Aufwendungen 211,3 163,3
Die Umsatzerl”se in H”he von ? 1.616,1 Mio. setzen sich wie folgt zusammen:

Mio. ?
2015
Mio. ?
Inland 927,8 989,1
Ausland 688,3 448,3
1.61 6 , 1 1.437,4
2016
Mio. ?
2015
Mio. ?
verschreibungspflichtige Medikamente 295,3 368,2
Impfstoffe (inkl. Produktionsstandorte Dresden und Marburg) 1.259,4 921,0
Erl”se aus Konzernumlagen 61,4 0,0
Mundhygiene 0,0 131,0
OTC Produkte 0,0 17,2
1.61 6 , 1 1.437,4";5.66, 53;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den Umsatzerl”sen sind periodenfremde Ertr„ge in H”he von T? 13.763 (Vorjahr: T? 0) enthalten und betreffen die Aufl”sung
von Rckstellungen sowie Erl”se aus der Nichterfllung von vertraglichen Vereinbarungen.";3, 5.66, 75;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den Umsatzerl”sen sind auáergew”hnliche Ertr„ge in H”he von T? 177.015 enthalten, die aus dem Verkauf der
Vorratsbest„nde des Standortes Marburg im Zusammenhang mit der Umstellung des Gesch„ftsmodells ab 1. August 2016 stammen.";5;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Materialaufwand entf„llt auf:
2016
Mio. ?
2015
Mio. ?
Aufwendungen fr Roh-, Hilfs- und Betriebsstoffe und fr bezogene Waren 792,4 731,7
Aufwendungen fr bezogene Leistungen 8,5 18,2
800,9 749,9";5.70, 5.71, 5.72;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Personalaufwand entf„llt auf:
2016
Mio. ?
2015
Mio. ?
L”hne und Geh„lter 209,2 220,8
Soziale Abgaben und Aufwendungen fr Altersversorgung und fr Untersttzung 36,7 62,3
(davon aus Altersversorgung ? 4,0 Mio.; VJ: ? 31,1 Mio.)
245,9 283,1";5.73, 5.74, 5.75, 83;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den sonstigen betrieblichen Ertr„gen sind periodenfremde Ertr„ge in H”he von T? 13.356 (Vorjahr: T? 3.437) enthalten und
betreffen im Wesentlichen die Aufl”sung von Rckstellungen. Daneben sind in den sonstigen betrieblichen Ertr„gen
Wechselkursgewinne in H”he von T? 3.175 (Vorjahr: T? 3.945) ausgewiesen.";3, 5.69, 75;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den sonstigen betrieblichen Ertr„gen sind auáergew”hnliche Ertr„ge in H”he von T? 16.000 (Vorjahr: T? 0) aus der
Ver„uáerung von selbst geschaffenen immateriellen Verm”gensgegenst„nden enthalten.";3, 5.69;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"In den sonstigen betrieblichen Aufwendungen sind periodenfremde Aufwendungen in H”he von T? 2.922 (Vorjahr: T? 7.281)
enthalten und resultieren haupts„chlich aus Umsatzsteuernachzahlungen fr Vorjahre sowie aus Abgangsverluste von immateriellen und Sachanlageverm”gen. Darber hinaus beinhalten die sonstigen betrieblichen Aufwendungen Wechselkursverluste in H”he von T?
2.458 (Vorjahr: T? 249).";3, 5.80, 75, 77;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Im Gesch„ftsjahr fielen keine auáergew”hnlichen Aufwendungen an.;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Steuern vom Einkommen und vom Ertrag;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Steuern vom Einkommen und vom Ertrag in der H”he von T? 76.304 (Vorjahr: T? 20.397) setzen sich im Wesentlichen aus
inl„ndischer K”rperschaft- und Gewerbesteuer zusammen. Die Summe der periodenfremden Steuern betr„gt T? 2.893 (Vorjahr: T?
0).";3, 5.90;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Konzerngewinn;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Der Konzerngewinn fr das Gesch„ftsjahr 2016 bel„uft sich auf T? 118.999 (Vorjahr: Verlust T? 128.290) und wird auf neue
Rechnung vorgetragen.";3, 5;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
8) Ereignisse nach dem Bilanzstichtag;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Nach dem Bilanzstichtag sind keine wesentlichen Ereignisse eingetreten, die das Gesch„ftsergebnis des Konzerns beeinflussen.;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
9) Sonstige Angaben;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Gesellschafter sind Setfirst Ltd., Brentford/Groábritannien, (89,98%) und GlaxoSmithKline Holdings (One) Ltd., Greenford,
(10,02%).";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die GlaxoSmithKline Beteiligungs GmbH wird in den Konzernabschluss der GlaxoSmithKline plc., London, einbezogen, die den
Konzernabschluss fr den gr”áten Kreis von Unternehmen aufstellt. Der Konzernabschluss der GlaxoSmithKline plc. ist unter
www.gsk.com einsehbar.";100, 101;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Gesch„ftsfhrung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Gesch„ftsfhrer der Gesellschaft sind die Herren:
Dr. Sang-Jin Pak, Mnchen, Gesch„ftsfhrer GSK-Gruppe Deutschland
Adrian Bauer, Lauf, Finanzdirektor GSK-Gruppe Deutschland";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Abschlussprfung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die als Aufwand erfassten Honorare an die PricewaterhouseCoopers GmbH beliefen sich fr alle in den Konzernabschluss
einbezogenen Gesellschaften auf T? 454 (Abschlussprfung T? 434 sowie Steuerberatung T? 20).";99;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Anteile an Investmentverm”gen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Zum 31. Dezember 2016 werden folgende Anteile an inl„ndischen Sonderverm”gen im Sinne des õ 1 Abs. 10 KAGB gehalten:
Anlageziel
historische
Anschaffungskosten* Marktwert
Differenz zu den
historischen
Anschaffungskosten
Mischfond T? 168.686 T? 262.749 T? 94.063
In 2016 wurden keine Ausschttungen vorgenommen. S„mtliche Anteile dienen ausschlieálich zur Deckung der
Pensionsverpflichtungen sowie vergleichbarer langfristig f„lliger Verpflichtungen. Die hier aufgefhrten Fondsanteile werden als
Deckungsverm”gen im Sinne von õ 246 Abs. 2 HGB zum Zeitwert bewertet und saldiert mit den entsprechenden Verpflichtungen als
Aktiver Unterschiedsbetrag aus der Verm”gensverrechnung, Rckstellungen fr Pensionen und „hnliche Verpflichtungen bzw. unter
den sonstigen Rckstellungen ausgewiesen. Die Investmentanteile sind in Form eines Mischfonds angelegt und bestehen aus Anteilen
an Rentenpapieren und Aktien.";23;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Haftungsverh„ltnisse und sonstige finanzielle Verpflichtungen;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die sonstigen finanziellen Verpflichtungen betragen T? 75.865 und entfallen auf:
bis zu 1 Jahr
T?
1 bis 5 Jahre
T?
ber 5 Jahre
T?
Miet-, Leasing- und Wartungsverpflichtungen 13.834 26.401 7.141
Einkaufsverpflichtungen 27.479 1.010 0
41.313 27.411 7.141
Darber hinaus bestehen Verbindlichkeiten fr Brgschaftsverpflichtungen in H”he von T? 3.791 (Vorjahr T? 572), welche
Mietkautionen betreffen. Von einer Inanspruchnahme wird nicht ausgegangen, da bislang keinerlei Aktivit„ten vorliegen, diese in
Anspruch zu nehmen.";49, 50, 85;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Im Rahmen der gesamtschuldnerischen Haftung fr gemeinsame Kreditlinien der verschiedenen Unternehmen der GlaxoSmithKline
Beteiligungs GmbH bestehen zum Bilanzstichtag Haftungsverpflichtungen in H”he von T? 20.000. Von einer Inanspruchnahme wird
nicht ausgegangen, da die Kreditlinie nicht in Anspruch genommen wurde.";49, 50;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Es bestehen keine Haftungsverh„ltnisse und sonstige finanzielle Verpflichtungen gegenber verbundenen Unternehmen.;49,;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Anzahl der Besch„ftigten;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die Anzahl der Besch„ftigten betr„gt zum Bilanzstichtag:
31.12.2016 31.12.2015
Vertrieb 1.005 818
Verwaltung 152 224
Produktion 1.704 1.701
Forschung 267 220
3.128 2.963
Die Anzahl der im Gesch„ftsjahr durchschnittlich Besch„ftigten betr„gt:
2016 2015
Vertrieb 919 1.045
Verwaltung 180 343
Produktion 1.721 1.710
Forschung 251 229
3.071 3.327";81;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Offenlegung;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die folgenden Tochtergesellschaften haben ihre (Einzel-) Jahresabschlsse unter Inanspruchnahme von Befreiungen nach õõ 264
Abs. 3 HGB sowie 264b HGB aufgestellt.";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die GlaxoSmithKline Beteiligungs GmbH wird den Konzernabschluss und den Konzernlagebericht bei dem Betreiber des
Bundesanzeigers elektronisch einreichen.";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Gesellschaft Sitz
1 GlaxoSmithKline GmbH & Co. KG Mnchen
2 Glaxo Verwaltungs-GmbH Bad Oldesloe
3 GlaxoSmithKline Services GmbH & Co. KG Mnchen
4 Cascan GmbH & Co. KG Bad Oldesloe
5 Stiefel GmbH & Co. KG Bad Oldesloe
6 SmithKline Beecham Pharma Verwaltungs GmbH1) Mnchen
7 SmithKline Beecham Pharma GmbH & Co. KG Mnchen
8 GSK Vaccines GmbH Marburg
9 GSK Vaccines Vertriebs GmbH Holzkirchen
1) Unbeschr„nkt haftender Gesellschafter einer Personengesellschaft";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Gesch„ftsfhrerbezge;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Auf die Angabe der Bezge der Mitglieder der Gesch„ftsfhrung wird gem„á õ 314 Abs. 1 Nr. 6a HGB in Verbindung mit õ 286 Abs. 4
HGB verzichtet.";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Die fr die ehemalige Gesch„ftsfhrung gebildete Pensionsrckstellung hat einen Stand von ? 6,6 Mio. (Vorjahr: ? 7,0 Mio.). Die
Bezge dieses Personenkreises beliefen sich auf ? 0,4 Mio. (Vorjahr: ? 0,2 Mio.).";138;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Den Gesch„ftsfhrern wurden keine Vorschsse und Kredite gew„hrt.;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Mnchen, den 29. September 2017;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
;;;;;
"Die Gesch„ftsfhrung
Dr. Sang-Jin Pak
Adrian Bauer";;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
Konzernanlagenspiegel fr das Gesch„ftsjahr vom 1. Januar bis 31. Dezember 2016;;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
"Anschaffungs- bzw. Herstellungskosten
T? 01.01.2016 Zug„nge Umbuchungen Abg„nge 31.12.2016
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte
und „hnliche Rechte und Werte sowie Lizenzen an solchen
Rechten und Werten
342.243 199 17 1 342.458
2. Gesch„fts- oder Firmenwert 1.947.601 0 0 0 1.947.601
2.289.844 199 17 1 2.290.059
Anschaffungs- bzw. Herstellungskosten
T? 01.01.2016 Zug„nge Umbuchungen Abg„nge 31.12.2016
1. Grundstcke, grundstcksgleiche Rechte und Bauten
einschlieálich der Bauten auf fremden Grundstcken
182.304 2.968 4 1.911 183.365
2. Technische Anlagen und Maschinen 329.290 9.847 2.314 3.965 337.486
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 21.386 4.541 135 551 25.511
4. Geleistete Anzahlungen und Anlagen im Bau 18.002 15.373 -2.470 0 30.905
550.982 32.729 -17 6.427 577.267
III. Finanzanlagen
1. Beteiligungen 40 0 0 0 40
2. Wertpapiere des Anlageverm”gens 13 0 0 0 13
53 0 0 0 53
2.840.879 32.928 0 6.428 2.867.379
Abschreibungen
T? 01.01.2016 Zug„nge Abg„nge 31.12.2016
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche
Rechte und Werte sowie Lizenzen an solchen Rechten und Werten
29.968 25.770 1 55.737
2. Gesch„fts- oder Firmenwert 722.388 97.669 0 820.057
752.356 123.439 1 875.794
II. Sachanlagen
1. Grundstcke, grundstcksgleiche Rechte und Bauten einschlieálich der Bauten
auf fremden Grundstcken
37.937 7.906 0 45.843
2. Technische Anlagen und Maschinen 154.637 32.982 3.953 183.666
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 13.634 3.445 512 16.567
4. Geleistete Anzahlungen und Anlagen im Bau 0 0 0 0
206.208 44.333 4.465 246.076
III. Finanzanlagen
1. Beteiligungen 0 0 0 0
2. Wertpapiere des Anlageverm”gens 0 0 0 0
0 0 0 0
958.564 167.772 4.466 1.121.870
Restbuchwert
T? 31.12.2016 31.12.2015
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche Rechte und Werte sowie
Lizenzen an solchen Rechten und Werten
286.721 312.275
2. Gesch„fts- oder Firmenwert 1.127.544 1.225.213
1.414.265 1.537.488
II. Sachanlagen
1. Grundstcke, grundstcksgleiche Rechte und Bauten einschlieálich der Bauten auf fremden
Grundstcken
137.522 144.367
2. Technische Anlagen und Maschinen 153.820 174.653
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 8.944 7.752
4. Geleistete Anzahlungen und Anlagen im Bau 30.905 18.002
331.191 344.774
III. Finanzanlagen
1. Beteiligungen 40 40
2. Wertpapiere des Anlageverm”gens 13 13
53 53
1.745.509 1.882.315";20, 21;2016;GlaxoSmithKline GmbH;Konzernabschluss;PwC
